blogid,weekly view,2021 post num,5years post num,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
real3622,11040.4,360,3594,22.50303184932565,39.704350415662304,36.88766998935833,31.687780035872567,26.67503724747408,25.45041057634386,24.864433845363703,38.00535208631051,37.24933662622439,38.84791569655191,35.16996386253522,36.42666988335934,27.28307478587173,31.6323513777008,24.14903563291768,40.79891044603448,29.42838706965673,40.78805913866915,42.58754206641344,41.57193974029561,42.18734186526084,41.33374645380677,40.74415888456102,,41.0670841939117,43.21923112073947,22.37256866647324,29.79531143056831,33.53735998000089,36.06584628352624,35.48602470831224,34.24491009089818,43.404617880773294,34.570288638338106,21.05096957328728,34.64356888784956,36.489183694301005,21.92193650350407,32.69368654942984,33.68857428348892,36.37246023891759,28.751651264856157,40.79891044603448,34.36424444959803,32.93915788663918,33.479109445089684,32.18308652205397,23.523077874445782,30.63490131990168
lemon6139,3945.2,120,1573,32.144253752767135,39.106982107801976,37.863978762402304,31.439073019145667,35.10423284270932,38.065874328827455,38.065874328827455,39.603653223425056,38.23616564256449,39.272140429345285,34.75377085276278,42.00723898735468,42.71627619634032,42.71627619634032,23.62597564558731,43.614793058917854,42.16328614049411,41.79669762751468,44.14370861357921,42.33732799432343,43.59483167133632,42.164265676481314,41.70109402726806,,41.9592972245024,44.37272389470933,33.310534387091145,33.95929185058538,32.250199326016286,20.85502193837384,34.89755242197495,50.754499105103264,41.32018586741823,34.21266066528602,31.877046642064364,50.09744901099928,31.02731313811075,30.378881068294366,42.16328614049411,33.07224879491802,50.09744901099926,10.67906904908508,42.1976073996321,32.11900650000651,31.575017457285494,32.669415010337936,41.71004387674767,13.903347958915893,31.49598663028583
ssb84351,485.4,270,761,23.764218161651,39.91190231559208,36.83434481810019,32.207684933013134,38.07733142019613,25.392801681822096,25.392801681822096,37.67050584628147,37.08966461441933,38.859638656567604,35.45205023170945,38.46820889766168,31.126534609397794,31.139757923809523,26.00095112060483,52.13953337110413,26.46691220570578,40.786595041978295,43.56506675883311,41.49368977419672,43.0434824545867,41.15745635513186,40.722574815622636,,41.269495344911604,44.09512401539218,33.92825499467627,38.07733142019613,38.07733142019613,35.93072887565635,34.39541978831887,37.01932505023351,41.40665607130021,35.350110500226236,34.000039566423226,31.44737770879073,32.06400306759506,31.040096162157372,26.46691220570578,26.46691220570578,31.44737770879072,27.90830841595064,52.13953337110412,33.785301284620985,32.788007085420254,35.47078483957173,38.030058066551945,33.82648529592586,26.46691220570577
dmsrud1714,80.2,120,216,29.507285268189687,40.310159038795824,37.858566071602944,31.138218992970476,27.502270476200724,35.41425614104139,35.41425614104139,38.769439103989,38.179101128912045,39.585586340295045,35.68840281537939,41.60526081193619,39.74071719831854,39.74071719831854,25.004521077504638,43.53119836663253,31.184685646902956,40.94306333629669,43.098235613578765,41.76335325516769,42.704858202780294,41.502025956949566,41.04964108352102,,41.63294300938703,43.977415918539315,32.32865404295083,34.112831075674954,32.68864391458735,36.535225103367665,35.937450287918544,47.219008188055184,42.470029873316264,35.718440726075045,34.90263408996538,34.01831899552576,32.7814964411153,29.61549505022567,32.850566151255805,34.21503812396026,38.223712369890436,39.74071719831854,42.33979142605291,34.2491022907987,33.00582876174237,36.12418163134652,37.47310942326711,34.12716812356324,34.82612236695623
j_jinsun,54.0,60,321,32.001031781326475,39.89428064206045,37.89167350819602,31.533398936414468,25.445873143431903,28.175169267377527,29.058131773297983,38.927969868589685,38.443505288542994,39.43678134318304,34.3643364285925,41.53426889570511,29.61216567223796,30.208658063885288,23.970990930436525,41.386262101891774,27.235536473388084,41.61164151042501,43.60385454849468,41.64149834501963,42.932970087362705,42.55042715394568,41.54727288799327,,42.04266430866979,43.61790447192501,32.34934115500739,33.296004507979696,31.34815098437455,37.23799201609517,35.26610707854356,37.536260141063316,42.24566395906006,40.46792211753864,40.46792211753864,32.36063942493219,37.23799201609517,27.134129976258166,27.235536473388084,27.235536473388084,32.36063942493218,35.648411811019805,40.85843521201497,37.23799201609517,37.23799201609517,36.28366020469592,36.298647305417695,34.05883160594444,34.50005484671303
myjw_66,1094.6,210,1388,30.827541395345605,39.092478262078615,37.19058858355399,31.846468129259126,26.538421886747184,26.742324798125445,28.059130253893404,38.687275353756256,37.69558109431512,38.467236471747235,35.7358810548093,40.95562484790112,29.33682221429763,29.692773025507876,24.581129408263823,43.30187639191173,30.682742315493726,40.57358542507016,43.320687114989845,41.16659879444025,42.40405684339617,42.07406380174879,41.26082243657664,,41.386107032799494,43.39626469930405,32.644879612161574,34.68794119643469,32.67945621387235,29.514372309257105,34.80129596141263,37.10111450815372,37.900444273918566,29.218199447980137,34.04641773924539,34.11295498739958,31.66859625657732,29.4937122805128,32.91213052432799,34.065852771304776,38.229343849576146,15.2312563272411,42.084070259976066,33.13570707507749,32.00053963467674,34.04641773924539,31.53234387076936,30.99742826262578,31.54375245507932
mellon777,9.6,30,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwe204ewq,237.4,0,151,31.72804476215308,39.83424488339516,37.3348985203707,30.709378972308986,26.326347314760664,27.393220827975533,28.684161434949182,38.15805926824682,37.238032095274654,38.922826592577806,34.52483917944724,40.870484127617324,29.359412506836495,29.469636887253408,25.64322792505261,41.607500115248506,30.764290480762995,43.91092710810674,42.65054247159482,43.91092710810674,42.65054247159482,41.390157835082896,41.390157835082896,,41.390157835082896,43.91092710810674,30.300676365866497,33.83069290503993,31.31594480272691,35.912205516535614,34.96474363929607,37.59439455444926,40.31848547077228,35.071084084537766,33.3872107225217,34.36645527344218,30.80605672055334,27.804472524643852,32.55915754057225,32.70368639644947,37.924161161767515,28.874037950263507,41.54376610772755,32.82069850674575,31.68234370544773,35.666219673568364,36.11493952399576,32.54155937665272,33.216596460330855
cocopeople,1155.6,360,2050,39.32992252469748,40.10468842507189,39.155788168476924,30.744662019441893,23.65679910728168,28.462110626871024,29.440068765078628,40.56003873575288,39.592324992169786,39.831265257431646,29.940714737302503,41.724215954936895,29.986719917920496,30.3557524840458,23.451647634581036,22.555307068218205,27.23034377839676,40.73933031589886,42.095609037114635,41.92533542210057,41.44121161763544,41.08720494890273,40.27620920766612,,41.55481235802234,44.21223898864395,30.88512618179708,32.394934701513336,29.9407147373025,36.03109544293035,35.350360391759004,37.75347090579982,42.06621152355202,36.47034816865544,37.75347090579982,32.35446958390769,31.798951999109075,26.186877985863557,27.23034377839676,27.23034377839676,32.35446958390768,34.81573691361623,31.77665959591904,33.28168133079624,31.019257787656823,35.900689176472255,35.90826696428715,34.81573691361623,35.450358106174626
tao_xoxo,742.2,210,752,32.23154908894156,40.94574488439632,39.211351730040796,31.861689299060014,27.364735263234753,28.523975522258674,29.681837690279515,40.19769227819185,39.65960938504485,40.191936853327114,35.82301196971846,42.16014701299368,30.62655858778705,31.052743324521796,23.965621823009705,42.460045346058344,40.78681218555686,41.32677005452738,43.20980739391802,41.8487430723596,42.34929752838338,41.89816468328924,41.50404521671667,,42.06010255915785,43.84420803222272,33.56413655920431,34.31512052746536,32.52127093776272,47.402107037038,35.03220227428489,48.4208789746004,41.72335405794394,48.4208789746004,48.4208789746004,48.46195424565628,47.402107037038,28.67225451896314,40.78681218555686,40.78681218555686,48.461954245656266,47.402107037038,41.88093358614673,47.402107037038,47.402107037038,35.02484081640447,37.756138652255544,57.53257721456582,33.51974031523188
alfk8195,416.0,210,215,31.200729593412213,38.65041889867983,37.02483393928593,31.68502684663275,25.99867145784354,27.438707520491118,28.574246763802343,38.417224027943355,37.66123617420009,38.981344699425605,35.097184791245766,41.63845634824453,29.49764790036533,29.900272658596986,24.34018085516934,43.4517788919878,31.136719471820797,40.387898066120336,43.0798409762712,40.96241412413888,42.20715290368612,41.004296143073304,40.36107205040745,,40.85155631295918,43.176500068495166,32.939162238170134,34.06091992135606,32.34600310648027,34.98198473089166,35.02786142494697,36.90327015660349,42.2481980233368,36.368947902033,54.23671341788447,34.74032142853117,31.827147332966494,29.195026536940237,32.834512007782095,34.70737952478249,37.85389020184707,45.64699625037106,42.198727554583755,33.217761552247445,32.342836047524706,54.23671341788446,36.44419236440776,45.64699625037106,54.23671341788446
ulkeuni96,1097.8,390,1486,30.651048261021273,39.16805740502245,37.75026569245987,31.02162494734898,19.602953832625595,25.975583977804177,25.975583977804177,38.88249314320979,38.13499555612573,39.25200898177934,15.535320198875707,41.97678777874218,27.73034283788126,27.73034283788126,23.851605638309223,42.54522655494935,32.11184153828138,40.415913082779234,42.398401178011106,41.11707021254952,41.92236523351363,41.16228485763381,40.66325896522901,,40.87330300593441,42.79465353007758,31.07064039775141,33.730163601358235,32.98757000862808,34.915856890884925,36.26752928973191,34.63411197040556,41.607966453512226,35.50933211613068,34.697057312545404,39.39168450075108,28.751482851929776,22.40472075313197,33.15304267881135,33.15304267881135,34.91585689088493,29.251963001227733,43.32513524143859,28.751482851929776,28.751482851929776,35.43397758313305,36.99112658018015,17.457928445442466,42.54522655494936
dyj04030,9.4,60,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ritge3,111.4,360,632,45.350053449879496,40.237242073746465,38.347066252273784,32.23438835071603,36.18191335489979,34.51241601836649,34.51241601836649,39.079524390696214,38.504510564208005,39.550534755109894,39.64341404115366,42.00842862809078,35.65515604217224,35.65515604217224,23.76164247894874,54.28398031714226,46.66866830887289,40.423700100829834,42.84535816787739,41.1300758123966,41.77281743398685,41.42706460716661,40.91022309623282,,40.97302336861247,42.98930561358433,32.26883136460547,39.643414041153655,39.643414041153655,36.980715392703495,44.9097871774381,46.016554691155314,44.67493279845544,42.25779153173536,45.15344498143744,38.34667134389788,33.19202439121059,27.743583875121068,44.209245428099045,45.43895686848597,38.50499464924559,40.363605952364544,54.283980317142245,34.54565050588755,46.329132544445486,45.15344498143744,37.20762437686228,33.51228340904802,44.27215529121223
cha4290,141.6,180,441,46.19019415407944,40.16457398581405,46.19019415407944,30.37550894001829,25.313400433160545,50.26483327013243,50.2648332701324,46.19019415407944,46.19019415407944,39.921490562871526,34.62718935476785,40.71025546632363,29.263427575685782,29.699597064952226,24.163852671424713,40.7309618307027,35.23258179367251,42.68814902549535,43.57444397305818,42.558496227005506,42.80439974076204,43.922428606076366,43.12286783682837,,43.15842746304268,43.819204044386694,36.54063123645713,34.136031891265176,32.559978118856705,34.61296637594552,35.56375434206285,37.254017837167275,40.56115047966848,33.98153286417303,32.90164083663214,41.86254515487547,31.789839560234217,27.624087894242216,35.23258179367251,35.23258179367251,41.86254515487546,28.924432555335258,40.8192682832265,32.97410309115858,31.098822732094163,33.28780501959986,36.45669643240595,31.571582754251448,35.2325817936725
songitktk,144.0,90,476,31.454448738135962,39.753109827433676,37.84374614445425,31.264492732112043,26.82262441303359,27.82763444311977,28.911436641825148,39.12493848559921,38.20156795742063,38.99677281032253,35.65311859565033,41.46752877150765,29.96976934714432,30.271819758426076,24.52627124271691,43.11584358807683,30.909825460016922,40.747753805622025,42.427304442409714,41.67915141526899,42.22109926538426,41.366426150730945,40.59405089701282,,41.19395183106397,43.44482643961081,33.036431744919,34.303800318758746,32.65786580978744,35.86753892586287,35.08889718248509,37.128953282839085,41.5812689132883,35.317132270968244,34.155299806844226,33.99265488809355,32.336136709228576,29.156108293994,32.529464620663745,33.61566732354226,38.14938619678756,29.15124510430651,41.99384046176228,33.767889440545,32.70280226272621,35.34559059262715,37.35691710799527,33.03094816251143,34.37133195554336
kenlord,4124.2,450,3056,30.25202278276367,39.07026532688359,37.75062975024219,31.428738079659816,36.15986533890845,16.718734463806943,16.718734463806943,38.6382458275064,38.0359923819773,38.96907710034705,35.353187949347806,41.56687455504158,37.52243139564053,37.52243139564053,25.776868681749487,46.46011298844506,39.55037945027022,40.8104319818794,42.74599960564323,41.2295742669809,42.869444632575096,41.4950399300611,40.813955297392866,,41.276754228387446,43.19014454696677,33.92966921068014,33.99396388969146,32.52426942971606,20.113075182719307,34.53496977129189,44.583291903485176,41.32576741102272,36.09453580193902,38.625229390417246,37.94269810046053,31.174176869833424,48.35236186187733,33.375651535392954,34.83018980040273,40.19011402669938,28.751800796531324,43.479968358861754,32.5974308620955,28.01588134536633,42.41231512879761,55.71399646666745,36.36706247329793,46.46011298844507
hyunjin0514,235.4,120,272,31.31403203252364,39.731729210780834,38.159229299365,32.7893763218232,26.19040091365803,28.07190860259227,29.0293637989505,39.115210348647864,38.311095145026165,38.71711449049086,33.4229791572826,42.3206799105363,27.781141474643288,27.781141474643288,23.733399389692206,45.76629905867173,37.04354744136529,40.11506525624969,42.404549689451144,40.97891244188678,41.47543729458729,41.32174571800154,40.88551057058195,,40.899410946172495,42.635619522829565,32.74958393264751,33.42297915728259,33.42297915728259,37.75475679423783,38.292924735319126,32.91954125793958,41.736259260103594,32.91954125793958,32.91954125793958,31.17679085987655,31.17679085987655,23.655934173559103,33.73731195993958,34.87203869379733,38.41254670955018,29.858208161984198,45.76629905867172,33.769736896355724,31.17679085987655,32.91954125793958,37.358695997853395,39.114243470961775,32.91954125793958
chemd1122,517.6,180,2276,29.907491011428025,39.903845970248724,37.63331142680585,31.093593233256257,15.858398330595524,12.317673306530914,12.317673306530914,38.71434134516528,37.89586945167798,39.075604250208364,35.69517035261496,40.92555707170331,13.82248915427107,13.82248915427107,24.196368226087014,42.65277932308078,30.97958289067621,40.709190379695755,42.590024184940084,41.54806788604178,42.05141255812508,41.53600539223963,40.56333980579807,,40.93144856805095,43.11966590723626,32.47799907527209,34.16233169040675,32.20558796120129,37.003660899279126,35.24309374495993,32.847128817415765,43.00501404566452,37.92422762238913,24.706113422144128,36.80922945797434,32.90987872040744,27.42165335283301,30.97958289067621,34.38686109085469,36.80922945797433,24.988106241691515,41.550824973446396,32.90987872040744,32.90987872040744,35.753840356865304,37.68516994220294,34.02361470723698,34.662364006950604
ellasha123,2040.8,210,735,30.868702005331695,38.65583830080558,36.86441938184811,31.4595633855473,25.75475314887299,27.262021602696638,28.33749362136489,38.565820990611996,37.57317525740525,38.8625187976355,35.06049840320145,41.277550406151924,29.432569807296147,29.799051407935895,24.33579086251193,43.18155690675269,31.055418414141435,40.43019411702994,43.03453544168978,41.037211892797224,42.132599366610734,41.183224502056355,40.55481180882997,,40.885181745350856,42.9455526110052,32.49559918029691,33.97508534624079,32.17942805037022,34.73333152426408,34.82780078775792,36.97175555324861,42.12354673456602,44.51881056015606,44.518810560156055,34.47477602242292,31.646885297088144,29.10895244290911,32.62605763852611,34.46721677455609,37.73088940379187,37.46816225852515,41.9852053116643,32.87683631951368,31.958816391288014,44.518810560156055,36.66273981407066,37.46816225852515,44.518810560156055
mombrity,3428.4,480,777,36.29241150220392,40.95346252005758,38.81020953561265,32.6793105670413,34.837398067534366,28.108709794261728,29.109874188507625,39.63052641617235,38.86862724563074,39.845355197309075,34.837398067534366,42.12291700503733,30.16238884489773,30.405609917599826,24.483754884828066,47.70307191593865,31.75412419563986,29.979168919697035,37.211715351018654,36.16541113971476,29.979168919697027,29.979168919697035,29.979168919697035,,29.979168919697035,39.5814399450001,32.99669415675686,34.83739806753436,34.83739806753436,33.23723635129154,35.128334652927094,36.61733394868818,36.24981579416491,35.55559483696338,35.55559483696338,34.661671807753706,40.17558673426736,29.068611229046326,32.45671767646555,33.427151293363856,38.058508305965454,40.17558673426736,47.70307191593864,40.17558673426736,40.17558673426736,35.55559483696338,37.51611803701407,48.24286788637932,34.40906422555595
art_sony_,44.6,60,552,31.45444873813649,39.75310982743371,37.84374614445452,31.264492732112046,26.822624413034163,27.827634443120342,28.911436641825738,39.12493848559925,38.20156795742085,38.99677281032252,35.65311859565043,41.46752877150822,29.96976934714496,30.271819758426748,24.526271242717076,43.11584358807737,30.909825460017306,40.74775380562202,42.42730444240974,41.679151415269004,42.22109926538429,41.36642615073095,40.59405089701283,,41.193951831063956,43.444826439610836,33.03643174491905,34.30380031875906,32.657865809787445,35.86753892586351,35.08889718248564,37.12895328283984,41.58126891328869,35.31713227096864,34.15529980684417,33.9926548880942,32.33613670922914,29.15610829399446,32.52946462066438,33.61566732354289,38.14938619678834,29.151245104306494,41.99384046176288,33.767889440545616,32.70280226272685,35.34559059262789,37.35691710799585,33.03094816251146,34.37133195554403
hp4830,852.4,270,464,31.45444873813649,39.75310982743371,37.84374614445452,31.264492732112046,26.822624413034163,27.827634443120342,28.911436641825738,39.12493848559925,38.20156795742085,38.99677281032252,35.65311859565043,41.46752877150822,29.96976934714496,30.271819758426748,24.526271242717076,43.11584358807737,30.909825460017306,40.74775380562202,42.42730444240974,41.679151415269004,42.22109926538429,41.36642615073095,40.59405089701283,,41.193951831063956,43.444826439610836,33.03643174491905,34.30380031875906,32.657865809787445,35.86753892586351,35.08889718248564,37.12895328283984,41.58126891328869,35.31713227096864,34.15529980684417,33.9926548880942,32.33613670922914,29.15610829399446,32.52946462066438,33.61566732354289,38.14938619678834,29.151245104306494,41.99384046176288,33.767889440545616,32.70280226272685,35.34559059262789,37.35691710799585,33.03094816251146,34.37133195554403
tinynova,1314.0,270,3947,24.320143100630908,40.32853344187862,23.788137990537454,31.09188441720592,24.352917058878653,33.77369133836036,30.76901386052097,36.520816219464145,15.517940264866876,40.32853344187862,34.86826242665847,41.951651409849234,28.79750837913536,28.79750837913536,23.127485439360076,43.58836443418489,30.59495738904786,39.4640355625431,42.11295000268739,41.5518820080303,41.64985510334343,19.73201778127155,19.73201778127155,,19.73201778127155,43.115291070636815,32.666450661146314,33.476046216188195,32.66156581253886,35.126791259665836,31.68355351216165,41.12151182002463,41.411111471166215,29.10914691105728,20.6399275480165,28.62195648258628,27.06198273150397,19.572912266396703,32.03485497887821,33.39758260832168,32.78313940246572,28.836714364434044,42.12913579700369,29.66319190030111,27.06198273150397,29.063729810907567,36.620276757717704,16.491986268817495,32.73228149246505
fanellove,1092.8,270,1033,31.39037573869044,39.87662321592818,38.42722817808907,32.05390702037661,25.25861112834156,28.610455383901694,29.27757829690926,39.533706356095905,38.69771083384116,39.06011308773896,35.47428692282117,41.91864926250381,34.26111678034406,34.26111678034406,23.687524035763996,41.77722952286595,30.77832232127549,41.01649495534514,43.089007970196754,41.43888233133702,42.22493115541115,41.908599597575645,41.53773649600269,,41.87213094821671,43.506200637910254,32.69994163142502,33.657998793701616,31.59919012843104,37.329475849155834,47.224782589122896,40.58829572343153,42.38270614203964,36.27568086203551,40.58829572343153,33.46842072889632,30.39439098825588,29.173701304109105,26.885309879817104,30.77832232127549,31.944508223600906,36.79545490513542,40.77099679629041,30.644233330729808,36.219952084560354,36.408083132277724,36.75687476882148,42.69683413706712,34.71669910311614
