,weekly view,2021 post num,5years post num,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
dmslse11,205.0,60.0,616.0,34.24392353695286,30.021167036351827,33.46501282133781,25.910299107311598,17.41596654042208,29.252283803003717,29.252283803003717,33.85165050654875,33.55710138341738,29.95207381223637,27.37425609966555,35.98166633964735,32.82595385853388,32.82595385853388,18.78810613911077,32.15761527358661,26.506257390427344,33.3728945295139,33.369663521442206,34.36369607899867,33.01948434898257,33.530352395082964,33.41236880841686,,33.03461983704407,34.24319361166136,27.31866265499665,25.29024449348238,24.44309912901466,20.69325177427548,28.77161968411258,39.00304507067162,32.7340177047735,17.415966540422076,28.348651514318814,27.51725086141334,29.923100436849243,22.4392765570361,23.425836687409326,25.060154545053347,28.59576567726862,32.82595385853388,31.77389274034324,31.613517898533605,30.855587638824307,28.847756735026536,20.693251774275478,20.69325177427548,17.415966540422076
inhey021,308.6,30.0,1500.0,29.683082072301577,28.357904819638563,29.683082072301577,28.41468565393032,32.451749562073005,24.74095738485924,29.28670463960874,29.683082072301577,29.683082072301577,27.940341786858916,27.42872614221258,44.02258591916445,29.701782675104493,29.701782675104493,22.295035773093517,37.28653243951887,33.16436668787039,34.644203877168856,34.86849937208429,34.90615437339309,35.238502678721716,33.86073643022573,34.0794513994813,,34.5010086945182,35.74767255526257,27.37079698365327,27.230233211030143,25.399551665964363,53.67520408877671,36.22892329844347,36.3951626258812,36.23873052340614,20.798944022471773,28.597053324176485,28.010283423682136,30.592801016554002,46.89302280096632,22.98998749399064,32.710004768467236,19.196044712451176,25.92233924456384,37.286532439518865,32.03562067562807,37.242609453187185,34.527452446079856,35.11607011563195,30.768923297982358,28.725319468585916
eunjxx_108,98.4,30.0,579.0,31.09211466378676,28.934848152194608,30.475502018320753,24.09643828684732,27.117593143663747,22.186356994847422,22.186356994847422,30.579763418297897,30.45189159901633,29.24039983641629,26.791064858839206,23.3669834877124,21.875108647252635,28.593212661212807,38.01757819372823,33.92603915500492,27.19082012354063,33.75452126138167,34.625642301733244,33.8435170715735,34.643389911871324,33.878395372975284,34.000693751909466,,33.967412225256446,34.73931449012749,32.188847463835494,25.676750628271265,25.22501058919481,21.606589477606914,26.691830047771123,24.218890646058064,29.78205576643115,25.06533494063717,22.41308496007629,28.057795966751943,27.541341772940147,24.527644202882243,24.2860521827964,26.824537363123742,29.08988141531977,21.939772709372715,32.08863614744104,28.821654943180327,29.886392504779526,22.41308496007629,31.075635727825446,16.631220871814488,22.41308496007629
cyaflower,177.4,30.0,509.0,22.8638056554174,29.2423938742451,28.860957745583214,27.107307127409236,22.062189607635695,24.237985453231055,24.968061851882677,28.911964922937095,28.82077888902591,29.232036490011534,22.062189607635695,35.15469026862724,26.231019903015547,26.618934470005577,19.79809018500345,30.20989729014531,25.698497582380284,35.003803274276414,34.10527461234655,35.8540335230481,34.27076181270963,35.26450998246169,35.39178336096236,,34.9298736588267,34.93645104538155,24.815603031557433,22.06218960763569,22.06218960763569,31.65388944742073,28.742089369860643,32.32423839891442,35.20435949143591,29.230210981872315,29.706857469254896,30.53436508726303,30.795967278833032,21.434807263810526,25.698497582380284,25.698497582380284,30.534365087263023,26.15885052970498,30.209897290145303,31.754048000837056,32.081405976275384,30.81462691318741,32.37499933813725,28.45033529744294,25.69849758238028
kyakya_4001,7431.2,120.0,1574.0,32.90763152882019,29.840150617909373,31.36769116365284,26.07961661244539,21.847848332496447,21.409261236219102,24.093680113524503,31.417337881787144,31.278834646747693,29.970486005689743,25.305996949205444,34.00853537657237,27.280096638899746,26.741938943996512,44.92346081902019,34.651663423091854,25.702189022443548,28.47766833088945,28.477668330889458,34.69286285054549,28.477668330889458,28.477668330889458,28.477668330889458,,28.477668330889458,35.2304513820825,26.438303377764363,25.30599694920544,25.30599694920544,32.03456146602111,25.57086651909046,32.26360611016211,35.90777114114653,36.686553118604515,36.686553118604515,29.962180857216527,37.388554574127866,22.947019471588845,25.216932794296323,25.216932794296323,29.96218085721652,30.459348999607332,34.65166342309185,37.388554574127866,37.388554574127866,30.679916242229375,33.157651462117094,37.388554574127866,28.509659153364918
kindness89,341.0,90.0,842.0,26.658825988162192,35.13437939444474,26.95119855573307,26.152522517114395,25.5599673582926,18.882943183573627,18.87294158116741,26.95119855573307,26.95119855573307,35.134379394444764,28.22517411591132,26.241932243619928,30.99171312434849,30.991713124348504,20.771024585412988,32.58511248740628,29.27378252147717,31.285492974581132,31.285492974581132,31.285492974581132,31.285492974581132,35.80059460125265,36.00182706622937,,31.285492974581125,31.285492974581132,33.85461289466823,23.796801530927574,23.796801530927574,32.012397834328254,21.611205878193278,25.070690326642787,35.37098946532304,30.173292439167767,30.173292439167763,34.78243660472898,30.251143990243484,16.211282528897645,29.27378252147717,29.27378252147717,34.78243660472897,22.140376518932907,32.58511248740627,31.332102615611294,31.556164965208882,29.46849967611418,33.547289702637784,24.220603134688623,28.943504053739122
ri_nyy,427.4,60.0,601.0,32.051812293132706,29.226946131088823,31.12379336167574,30.008893777896354,31.829680473137998,24.38823405605517,25.218904913056342,31.318259094576135,31.270439619971633,29.42727887986736,31.829680473137998,35.63540227606674,27.395678857639535,27.75375576421565,22.76288968343816,43.584584983298484,27.731486168991676,33.53740530448274,33.820772515454536,33.71984597233925,34.246897536814906,33.784219296045976,33.883065762310956,,33.733007793814544,33.92141910805147,32.53440283633455,26.5642356509806,31.829680473137994,31.028823869735362,27.796171039585925,32.315287175113305,35.20674895573396,34.55310584882371,33.19139316098085,32.9499154719825,28.601296863402347,23.59919367527026,27.731486168991676,27.731486168991676,32.94991547198249,24.555518453575385,35.57711460508753,29.42547666639571,30.36899226291074,28.848910024663112,32.432336932279235,25.11345599395549,29.13665012145152
jinjunghan_na,459.0,60.0,1500.0,48.66150229483413,33.13720532853736,48.66150229483413,26.60351536130215,23.721638086839192,26.774588212616376,39.86436726349018,48.66150229483413,48.66150229483413,33.635245670511075,38.60043712812315,32.48710878320121,25.717230491407427,26.140686798683817,19.9147153159737,28.189773526177294,32.51683860543442,34.50011494806176,33.97155996424686,35.247597357949495,33.787813667772575,34.66920119710166,34.83318107616868,,34.59998460580127,35.05369295580754,26.206879244349643,29.502488461884315,25.607617173226792,32.50115030443748,27.476184963019346,33.916661186129105,36.52636358805599,45.40556167190073,39.66111142901491,38.635761420647974,29.864788273365182,25.05738293259997,32.51683860543442,32.51683860543442,38.63576142064797,31.045733293497893,34.29385980447607,30.997778420863927,30.725196849684274,29.400220700088013,33.58863582917923,31.855109973468274,35.53313027077971
midihj,505.0,30.0,351.0,33.57092163304149,29.426519921589534,31.42513003389835,26.342770735823418,27.206362314581625,24.038678840494743,25.318338205107505,31.43476217280717,31.292604285334264,29.357373046538985,29.093403744100694,34.47247985276515,25.899815242094665,26.226989039875725,20.742184612330302,34.12594621700702,26.877065799633243,35.34415324259693,34.89598604766898,36.099784929605185,34.52313752360585,34.565975062429324,34.857271958370994,,35.136394059522395,36.591766813101685,26.637924460734013,26.109599352852122,25.210945303340736,33.61144838208245,27.891877954689328,34.04581053663586,33.99510679525106,34.04581053663586,34.04581053663586,27.552539834829954,32.60704489442067,23.41032513686202,24.019932771730357,27.177394741038622,29.760667897208275,27.333065322143792,33.24687622695666,35.091402676270256,34.16651887138132,34.04581053663586,35.522355040417544,40.452450781799264,34.04581053663586
mintnbambi,869.0,30.0,249.0,40.95601226821751,30.564378281019362,34.975529197230415,27.11066074156957,24.58466377620891,24.558300584632484,25.768507871817427,34.9500600685002,35.21475318134453,30.69588196379701,28.26034108857245,35.298752599321055,25.801339685308015,26.245496023955493,19.911081174232926,33.60048461472723,27.75256155781062,34.68943180813403,34.45004199381421,35.44937692294435,34.31665601460323,34.580119919928066,34.707815884814494,,34.69128731688594,35.350857967275445,30.2734916270326,25.101520609614163,24.84913449770864,29.210933319505095,28.75700482971357,31.987391825873267,36.7546719929854,24.584663776208906,29.9033603920469,28.719891512985818,30.4443479983966,22.50503811632369,25.12370833465388,27.884451071428195,29.959221699064294,25.167427996091543,32.400630996770275,31.985841059900725,31.58359681578216,29.9033603920469,29.210933319505088,27.189180657798317,27.244012084127903
alwayspurelu,628.6,90.0,1939.0,31.725972220613645,30.36706857464939,30.706681563389317,27.189597112885618,25.61847908551662,24.980085204936803,24.904954547202706,30.728842652158594,30.713928261348837,30.690989243963287,29.523441626216346,39.24796290124809,25.002344022592638,29.358432287674123,19.639997118690758,34.643837690796744,27.561424550926105,35.557243527264184,35.23276621386859,36.07412671480246,35.30706922268089,35.20780318127035,35.329154886231166,,35.46014036973102,36.066008940382126,32.72265215230696,25.530703943409073,25.624166390428808,42.08219450949427,31.953851748860053,32.04119181351636,35.61695254618674,22.616127442836216,23.42931211464276,32.74785216004378,30.737979981169328,21.992906679799447,27.561424550926105,27.561424550926105,42.08219450949428,24.333871929615594,32.781011307058314,31.999921783429265,32.0182636650623,23.022719778739486,32.747852160043784,26.945068842048403,27.154294609874952
popopo2013,1202.2,60.0,1455.0,32.437169901555976,30.37568720275129,31.04866137687954,26.32352921949012,25.453314410747865,25.288920543236987,25.288920543236987,31.055620995364695,31.04561251613631,30.49712706881211,28.213177781444923,38.31083668684023,28.37830759117783,28.37830759117783,19.90082143086611,31.59179791033757,37.77342868686412,35.56342202576983,34.816402435912,36.17795661136552,35.29543223194713,35.214896587324844,35.34214359923409,,35.501836764005084,35.934393425275296,35.83253491981379,23.07138713018193,23.07138713018193,31.079405201868866,39.11604559865052,31.89753040766589,35.014413849760324,28.25129052374255,35.633163034316205,35.969355040615675,31.722274823823266,23.915713454502928,32.994266909076416,52.48165752913465,32.89273888994635,31.846920380123855,31.59179791033756,37.81487040263377,32.98087613621644,30.14045751671241,27.76881346548781,28.234723173455237,29.63483316404412
u_ulla,2275.0,90.0,1328.0,32.58499144999009,34.9782500344073,32.58499144999009,27.856028671948653,24.1682811240982,39.44207065497895,29.843698850632567,33.63974869940358,31.38836215778148,34.9782500344073,27.87745182308584,36.40564011910092,29.24112188255603,29.24112188255603,19.851440900945867,32.369874154543325,22.75659578200156,36.95760270146056,36.957602701460566,37.02412809523326,36.957602701460566,36.957602701460566,36.957602701460566,,36.957602701460566,36.26954126398491,26.871123463039954,23.639613677395783,25.326841010091286,30.42540324518611,29.347045665310368,34.7436299830732,36.02342064912257,34.83713634195705,32.577681285249675,23.5873053863764,29.415872597150766,23.598619817157577,22.756595782001558,23.544197808546993,34.25336659359676,27.03569357456172,32.36987415454332,30.809663711601598,25.99475816145146,29.400386403012874,19.15252929005286,29.698989115141295,27.285843933714975
masejin,2629.8,30.0,607.0,32.51069167218198,30.11907375795102,31.0420398832132,27.37329113235355,37.01161931223693,25.45962962672586,25.61093510105434,31.156273080028363,30.93516934961825,30.233302487809105,29.499373383882705,40.2017075474504,27.7004608231854,32.9057379896145,20.43090216484608,50.58738411182347,32.42859413207359,34.590458296734596,34.26144294422104,35.44709173152243,34.417717995551286,33.82310487899643,33.999626704746994,,34.50814052532239,35.67659937132185,30.483181539321016,26.299830541406013,36.94380187096553,33.333695630455225,28.64083101275057,36.42587597248664,36.20437111441625,40.77655313043543,38.86017750070048,33.00488688921082,31.420696354425523,24.835108678183747,27.77775151063886,32.42859413207359,33.004886889210816,26.220061828563427,34.18136161933031,36.98043884167866,40.5186873387065,30.64253633467357,34.405536799571145,36.98043884167866,50.58738411182348
bijoubitna,9261.6,60.0,1021.0,37.12781136608658,34.74155408998485,37.12781136608658,25.384289398086057,26.102296302097695,23.97152949580517,18.38106692376038,37.12781136608658,37.12781136608658,35.091192541839476,28.718742959892506,35.297039408728466,20.626630685431298,20.626630685431298,22.331803941671332,35.64983392859981,23.412445397635494,35.04326632583832,35.01864283230527,35.60420293429709,34.89617889812287,34.605733980346876,34.74290592714667,,35.143673144795535,36.0862481448552,29.643356918709824,26.251028158728445,25.98128235610099,32.314281086748416,28.81309997908214,26.497068470090827,35.617194261623645,27.031937122165093,26.764502796127957,22.770324161932827,30.957318427947982,31.01414945948541,24.53857558734802,25.164028661222716,28.784493301244893,23.453467783701758,33.38591791683636,27.349065437609422,25.03978997323853,19.90927887046105,34.3543193872836,24.39574681645858,28.635193585813674
pure_yeong0,304.2,60.0,1666.0,38.726165663930225,32.985647695085795,38.726165663930225,27.332840085874683,24.417071644036287,25.152408071327244,32.61617085104234,38.726165663930225,38.726165663930225,33.51561369406495,28.461820438633293,40.58833512933874,37.92855798675959,35.187365617161774,20.313472670590933,36.37996339912765,29.570805087810857,34.61752197915486,34.23446421031161,35.433169802585596,34.339349716432466,34.63704173606529,34.7952562173305,,34.65623426098747,35.34073249761757,32.76567783541266,26.56816879321936,26.56816879321936,31.428097148670794,27.958429599169648,30.441416284846223,35.335709275915406,32.89632805941304,33.484313644009234,29.537726297493656,33.4201253511494,25.073952712428987,32.84446353454559,24.89858816355263,26.32339861040581,28.4926764241867,36.37996339912764,42.3300653224224,33.70795625945131,38.91523893632733,32.84849203916943,29.4014411634092,28.69310638455137
iletaittemps,67.0,30.0,498.0,32.28928805585106,29.54611620733197,30.479917308103666,25.792867663047858,24.305577187400598,22.286194099585295,22.286194099585295,30.677987533133415,30.42069984744187,29.732352893068178,28.986638708269794,32.9649440766329,25.599195654210625,25.599195654210625,19.77693946786995,35.20043774739106,26.650401788659526,34.34200549328222,33.92648289785929,35.23149538952279,33.82215722224304,33.92039214171635,34.04950070103224,,34.32666315969654,35.06598755695286,33.62173938560451,25.765043413715073,25.7440968431876,32.60775837384385,28.98396255277453,36.34906508370706,36.18739378688151,30.382079923510446,36.34906508370706,28.265472480789928,26.019953600174716,20.364507347035538,24.57411161413654,26.687766847193718,29.53232559221527,27.29668471429457,32.79008727762186,26.019953600174716,26.019953600174716,38.166708039346545,33.33682569121138,29.83589973054836,29.080440695111097
sunnybloger,41.2,30.0,813.0,33.7889893655027,29.666759717140646,31.862298321773014,23.2511036848219,35.73502381910103,24.448249051022387,25.670800876408645,31.902986859539528,31.76164341001012,29.150330268313365,27.471138031188328,34.5635140702125,26.390526303852617,26.605841271050398,21.058938937932552,31.528042513231256,32.66277742724153,40.546382910851506,36.33520299694242,40.546382910851506,36.64745520898332,40.5463829108515,40.546382910851506,,40.546382910851506,36.9907799420345,26.307062590427314,23.992197053154474,23.200000699278593,32.75120661442608,27.89063172036436,30.177789708689186,37.02317980476246,33.25110320650412,31.47686932722456,26.759326833296814,33.12355784319189,46.27661122562197,22.22936210830163,26.18755291145525,27.870953077885698,32.174423000851974,27.207486053828763,45.655748451515485,37.32795713256821,32.82348393897242,35.17908815010973,40.74168702544849,28.02997592380125
vividyg,128.8,60.0,1499.0,32.670570134011655,27.632616546163522,30.726457688753715,24.99068596416302,19.891790557145992,24.586690954431262,24.586690954431262,30.886755644601653,30.87165090680593,27.682698773950356,18.292705820369367,35.5387935015405,27.590378523584512,27.590378523584512,20.026932446338677,25.048319039055876,21.14238633113745,34.07155351493471,33.96739250749896,35.0836667708935,34.22154479770328,34.069543065662,34.140012943280745,,33.94752583599971,34.97265229088239,27.012641835680146,18.292705820369363,18.292705820369363,17.196626890908473,28.698981259975135,32.78225460590834,32.467728803069924,22.696723192846083,22.69672319284608,22.95759975701876,27.34376680505397,23.381456782070128,24.11220569145347,25.598111708737086,18.26848950205059,23.132881247103448,25.04831903905587,27.73767077717485,25.180468307945475,27.911819018527257,27.646710011986926,20.534443338934437,27.26184170951098
momokko,53.0,30.0,1114.0,32.274132630857075,28.09783838551567,30.28061576953973,13.834183614196954,26.671156025986775,16.835218596447227,16.835218596447227,30.43617499099341,30.177697958156454,27.970827017867467,29.247008852894673,33.03557295080158,26.145957275286356,26.145957275286356,22.923820724432456,34.58645428315317,12.89147527412675,33.20398539415671,33.02001557005606,34.22426410146118,33.20064959548604,32.309268331535186,32.435669200838234,,32.92960296363855,34.64042355893402,21.057441062352876,27.16286200622442,25.435596872614575,17.25217866768217,27.840009293043607,31.06602642587748,22.584948409021763,20.9856382761478,15.300120526308827,19.304182409960873,31.279152279279494,23.803719607184245,20.28265927655534,23.543487719751035,15.317355081625385,26.145957275286356,32.65688721730432,33.43826330108122,23.29100973829636,28.159978084895087,23.29100973829636,24.902949403911588,19.366805675743585
janus0618,306.2,60.0,819.0,28.524826970628833,26.91853733830082,28.524826970628833,28.8274070308099,34.05450552791745,24.381822834746917,32.789114227110986,30.131116602956848,28.524826970628833,26.91853733830082,28.186251785800916,53.76113965376444,43.462496572138,43.46249657213802,20.86378252539732,35.53995888715281,29.477631069449775,33.481312236177864,33.60794597760898,34.37554264693085,33.15010001902958,32.75994763244625,32.99086517881791,,33.3140791844569,34.71385450990627,33.12373944809985,26.135328507649092,26.068178270361454,40.462781970903656,31.53161516017855,36.57914156365437,35.74579567235338,30.292824379737706,48.315697585220335,33.47410585804425,24.991677735460076,33.21161779977503,22.77355559819774,29.260724173342762,40.46278197090366,34.60043843701769,48.31569758522034,27.915882686214054,24.991677735460076,29.69453796555679,33.11137255450037,29.143712461493823,31.879165056206688
wmelon29,145.8,30.0,789.0,32.586903641653194,29.65323099903263,32.040531610984765,25.707952850882194,25.077933428272424,23.960777760556173,24.88414039160107,32.31753811376046,32.092885795268266,29.940686713359632,28.892313213628974,35.010564119659136,26.195304679992905,26.511909477506862,20.21590705071944,34.81369079283579,28.38024655707744,34.34546091186874,34.27176553369863,34.651916123204444,34.35316155678856,35.23865960657731,35.35984459328353,,34.46127828048608,34.24468546590767,33.44168828403667,25.694074202258992,25.672079326964333,31.343160166381423,28.24823218297651,32.18580555443447,37.2761060887788,30.16775563963164,30.167755639631636,29.300905171301174,29.15371738246149,23.345345205076804,25.598345650876887,28.35601442047074,30.429745524348252,25.38994975514667,32.78917747421291,30.28066987248886,30.87978817029876,30.167755639631636,32.10192383467743,25.38994975514667,30.167755639631636
ewud09,84.0,30.0,858.0,32.071844543375846,29.48565513962199,30.745124075924306,27.8418571904875,24.33249812689185,28.71502700391969,28.71502700391969,30.977485200264613,30.73089374858786,29.712692438813708,29.102057882741068,43.50113355469311,26.678809390774987,26.92535932596297,19.073484824474797,35.17754839274816,28.921046324018928,33.797412860578916,33.56694478334607,34.40280957064695,33.59230140883466,33.78003051190084,33.84571479386493,,33.82082998258553,34.22809870352567,30.674220198867935,25.576245051369135,25.801037373214683,28.911315881791808,28.309063319659167,40.971004870452845,35.096458938004695,29.807067845450597,40.971004870452845,24.340687514335627,27.708699556288302,26.8733704452687,23.513375460340256,25.707782677504802,28.44528041998953,29.919954883057148,32.686960955713595,31.076711598240973,27.708699556288302,36.59926680540414,28.9113158817918,29.03717820624497,28.75768096969153
