blogid,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
soulmate1983,,,,,29.83162795627234,19.113008776284016,19.113008776284016,,,,,28.95478897845573,,,,,,,,,,,,,,,,,,35.4452557486768,,26.97437489156288,,28.40300142391761,26.97437489156288,,,17.887183776586383,,,,21.006415533389458,,,,26.97437489156288,,35.44525574867681,28.40300142391761
jujuyeong,,,,,,26.408715880668733,26.408715880668733,,,,,,29.63499516140164,29.63499516140164,,,,,,,,,,,,,,,,,,35.21162117422497,,,,,,,,,,29.63499516140164,,,,,,,
miminimkkk,36.63577600628225,36.63577600628225,36.63577600628225,,28.909262026386642,21.760952445105286,21.206710652697446,36.63577600628225,,36.63577600628223,,34.38143268218391,20.393521950668244,,30.35912623410176,,28.292640115648833,,,,,,,,,,,,,33.19496760749441,,25.748635198212394,,25.833023684006847,25.874613660537804,,,21.239560935710763,,28.292640115648833,,23.085118487163523,,,33.6166657137996,25.756408630059042,,26.48544677290023,27.14087437073764
dmslse11,,,,,17.41596654042208,29.252283803003717,29.252283803003717,,,,,,32.82595385853388,32.82595385853388,,,,,,,,,,,,,,,,20.69325177427548,,39.00304507067162,,17.415966540422076,,,,,,,,32.82595385853388,,,,,20.693251774275478,20.69325177427548,17.415966540422076
inhey021,29.683082072301577,,29.683082072301577,,32.451749562073005,,29.28670463960874,29.683082072301577,29.683082072301577,,,44.02258591916445,29.701782675104493,29.701782675104493,,37.28653243951887,33.16436668787039,,,,,,,,,,,27.230233211030143,,53.67520408877671,36.22892329844347,36.3951626258812,,20.798944022471773,28.597053324176485,28.010283423682136,,46.89302280096632,,32.710004768467236,19.196044712451176,25.92233924456384,37.286532439518865,,37.242609453187185,34.527452446079856,,30.768923297982358,28.725319468585916
gng6679,,,,,23.134585797255042,20.187611156433416,20.187611156433416,,,,,30.58273178521991,,,,31.678336249238072,,,,,,,,,,,,23.13458579725504,23.13458579725504,27.041093807737365,,,37.27285903228663,27.436703968832813,24.583896720360713,,,18.89286584817839,,,,19.037957062369472,31.678336249238065,,,24.583896720360713,,15.888442045265673,24.583896720360713
eunjxx_108,,,,,,22.186356994847422,22.186356994847422,,,,,23.3669834877124,21.875108647252635,,38.01757819372823,,,,,,,,,,,,,,,21.606589477606914,,24.218890646058064,29.78205576643115,25.06533494063717,22.41308496007629,,,24.527644202882243,,,,21.939772709372715,,,,22.41308496007629,,16.631220871814488,22.41308496007629
cyaflower,22.8638056554174,,,,22.062189607635695,,,,,,22.062189607635695,,,,,30.20989729014531,25.698497582380284,,,,,,,,,,,22.06218960763569,22.06218960763569,,,,,,,30.53436508726303,,,25.698497582380284,25.698497582380284,30.534365087263023,,30.209897290145303,,,,,,25.69849758238028
kyakya_4001,,,,,21.847848332496447,21.409261236219102,,,,,25.305996949205444,,27.280096638899746,,44.92346081902019,34.651663423091854,,28.47766833088945,28.477668330889458,,28.477668330889458,28.477668330889458,28.477668330889458,,28.477668330889458,,,25.30599694920544,25.30599694920544,,25.57086651909046,32.26360611016211,,36.686553118604515,36.686553118604515,29.962180857216527,37.388554574127866,22.947019471588845,25.216932794296323,25.216932794296323,29.96218085721652,30.459348999607332,34.65166342309185,37.388554574127866,37.388554574127866,,,37.388554574127866,
kindness89,26.658825988162192,35.13437939444474,26.95119855573307,,,18.882943183573627,18.87294158116741,26.95119855573307,26.95119855573307,35.134379394444764,,26.241932243619928,30.99171312434849,30.991713124348504,,32.58511248740628,29.27378252147717,31.285492974581132,31.285492974581132,31.285492974581132,31.285492974581132,,,,31.285492974581125,31.285492974581132,,23.796801530927574,23.796801530927574,,21.611205878193278,25.070690326642787,,30.173292439167767,30.173292439167763,34.78243660472898,,16.211282528897645,29.27378252147717,29.27378252147717,34.78243660472897,22.140376518932907,32.58511248740627,,,,,24.220603134688623,28.943504053739122
ri_nyy,,,,,31.829680473137998,,,,,,31.829680473137998,,,,,43.584584983298484,27.731486168991676,,,,,,,,,,,,31.829680473137994,,,,,34.55310584882371,33.19139316098085,32.9499154719825,,,27.731486168991676,27.731486168991676,32.94991547198249,,,,,,,25.11345599395549,29.13665012145152
heo___j,,,,,,13.848971988143052,,,,,,,20.98016414782333,20.98016414782334,,,,,,,,,,,,,,,,,15.220903401362024,17.657439284882386,,22.741015089950675,22.741015089950672,,14.55557405659286,,,,,16.3052978805495,,14.55557405659286,14.55557405659286,22.741015089950672,,16.847495120143233,
missj0322,,,,,8.892031951838806,,,,,,,,16.72228197593682,16.72228197593682,14.167140409606109,,25.029433934104556,47.651613066463696,,47.651613066463696,,47.65161306646369,47.651613066463696,,47.651613066463696,,,,,,23.04963191277778,,,,26.09764888467049,29.739399014340762,,14.23919899099591,25.029433934104556,,29.739399014340755,21.964444482530755,,,,,7.572009606523525,14.76822704452714,19.166626173325273
jinjunghan_na,48.66150229483413,,48.66150229483413,26.60351536130215,,26.774588212616376,39.86436726349018,48.66150229483413,48.66150229483413,,38.60043712812315,32.48710878320121,,,,28.189773526177294,32.51683860543442,,,,,,,,,,,29.502488461884315,25.607617173226792,,,33.916661186129105,,45.40556167190073,39.66111142901491,38.635761420647974,,25.05738293259997,32.51683860543442,32.51683860543442,38.63576142064797,31.045733293497893,34.29385980447607,,,,,31.855109973468274,35.53313027077971
lovelnr1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdm_bomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkr4223,,,,,15.679649104720982,,,,,,15.679649104720982,,,,,21.47024377105342,,,,,,,,,,,,15.67964910472098,15.67964910472098,,,,,,,,,,,,,,21.470243771053415,,,,,,
midihj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04581053663586,,34.04581053663586,34.04581053663586,,,,,,,,,,,34.04581053663586,,40.452450781799264,34.04581053663586
mintnbambi,40.95601226821751,,,,24.58466377620891,,,,,,,,,,,,,,,,,,,,,,,,,29.210933319505095,,,,24.584663776208906,29.9033603920469,,,,,,,25.167427996091543,,,,29.9033603920469,29.210933319505088,27.189180657798317,27.244012084127903
alwayspurelu,,,,,25.61847908551662,24.980085204936803,24.904954547202706,,,,,39.24796290124809,25.002344022592638,29.358432287674123,19.639997118690758,,27.561424550926105,,,,,,,,,,,,,42.08219450949427,31.953851748860053,32.04119181351636,,22.616127442836216,23.42931211464276,32.74785216004378,,21.992906679799447,27.561424550926105,27.561424550926105,42.08219450949428,24.333871929615594,,,,23.022719778739486,32.747852160043784,26.945068842048403,27.154294609874952
popopo2013,,,,,25.453314410747865,25.288920543236987,25.288920543236987,,,,,38.31083668684023,28.37830759117783,28.37830759117783,,31.59179791033757,37.77342868686412,,,,,,,,,,,23.07138713018193,23.07138713018193,,39.11604559865052,,35.014413849760324,28.25129052374255,35.633163034316205,35.969355040615675,,23.915713454502928,32.994266909076416,52.48165752913465,,31.846920380123855,31.59179791033756,37.81487040263377,,30.14045751671241,27.76881346548781,28.234723173455237,
u_ulla,32.58499144999009,34.9782500344073,32.58499144999009,,,39.44207065497895,29.843698850632567,,31.38836215778148,34.9782500344073,,36.40564011910092,29.24112188255603,29.24112188255603,,32.369874154543325,22.75659578200156,36.95760270146056,36.957602701460566,,36.957602701460566,36.957602701460566,36.957602701460566,,36.957602701460566,,,23.639613677395783,,30.42540324518611,,34.7436299830732,36.02342064912257,34.83713634195705,32.577681285249675,23.5873053863764,29.415872597150766,,22.756595782001558,,34.25336659359676,27.03569357456172,32.36987415454332,30.809663711601598,25.99475816145146,29.400386403012874,19.15252929005286,29.698989115141295,
masejin,,,,,37.01161931223693,25.45962962672586,25.61093510105434,,,,,40.2017075474504,27.7004608231854,32.9057379896145,,50.58738411182347,32.42859413207359,,,,,,,,,,,,36.94380187096553,,,36.42587597248664,,40.77655313043543,38.86017750070048,33.00488688921082,,24.835108678183747,27.77775151063886,32.42859413207359,33.004886889210816,,,36.98043884167866,40.5186873387065,,,36.98043884167866,50.58738411182348
bijoubitna,37.12781136608658,,37.12781136608658,,26.102296302097695,,18.38106692376038,37.12781136608658,37.12781136608658,,,,20.626630685431298,20.626630685431298,,,23.412445397635494,,,,,,,,,,,,,,,26.497068470090827,,27.031937122165093,26.764502796127957,22.770324161932827,,31.01414945948541,,25.164028661222716,28.784493301244893,23.453467783701758,,27.349065437609422,25.03978997323853,19.90927887046105,,24.39574681645858,
pure_yeong0,38.726165663930225,,38.726165663930225,,,25.152408071327244,32.61617085104234,38.726165663930225,38.726165663930225,,,40.58833512933874,37.92855798675959,35.187365617161774,,36.37996339912765,29.570805087810857,,,,,,,,,,,26.56816879321936,26.56816879321936,,,30.441416284846223,,32.89632805941304,33.484313644009234,29.537726297493656,33.4201253511494,25.073952712428987,32.84446353454559,24.89858816355263,26.32339861040581,28.4926764241867,36.37996339912764,42.3300653224224,33.70795625945131,38.91523893632733,,29.4014411634092,
iletaittemps,,,,,,22.286194099585295,22.286194099585295,,,,,32.9649440766329,25.599195654210625,25.599195654210625,,,,,,,,,,,,,,,,,,36.34906508370706,,,36.34906508370706,,26.019953600174716,20.364507347035538,,,,27.29668471429457,,26.019953600174716,26.019953600174716,38.166708039346545,,29.83589973054836,
sunnybloger,,,,,35.73502381910103,,,,,,,,,,,,32.66277742724153,40.546382910851506,,40.546382910851506,,40.5463829108515,40.546382910851506,,40.546382910851506,,,,,32.75120661442608,,,37.02317980476246,33.25110320650412,31.47686932722456,26.759326833296814,,46.27661122562197,,,,32.174423000851974,27.207486053828763,45.655748451515485,37.32795713256821,32.82348393897242,35.17908815010973,40.74168702544849,
vividyg,,,,,19.891790557145992,24.586690954431262,24.586690954431262,,,,18.292705820369367,,27.590378523584512,27.590378523584512,,25.048319039055876,21.14238633113745,,,,,,,,,,,18.292705820369363,18.292705820369363,17.196626890908473,,32.78225460590834,,22.696723192846083,22.69672319284608,22.95759975701876,27.34376680505397,,24.11220569145347,,18.26848950205059,23.132881247103448,25.04831903905587,27.73767077717485,25.180468307945475,,27.646710011986926,20.534443338934437,
yek867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bebe9820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momokko,,,,13.834183614196954,26.671156025986775,16.835218596447227,16.835218596447227,,,,,,26.145957275286356,26.145957275286356,,,12.89147527412675,,,,,,,,,,,,,17.25217866768217,,31.06602642587748,22.584948409021763,20.9856382761478,15.300120526308827,19.304182409960873,,,20.28265927655534,,15.317355081625385,26.145957275286356,,,23.29100973829636,,23.29100973829636,24.902949403911588,19.366805675743585
janus0618,28.524826970628833,26.91853733830082,28.524826970628833,,34.05450552791745,,32.789114227110986,30.131116602956848,28.524826970628833,26.91853733830082,,53.76113965376444,43.462496572138,43.46249657213802,,,29.477631069449775,,,,,,,,,,,,,40.462781970903656,31.53161516017855,36.57914156365437,,,48.315697585220335,33.47410585804425,24.991677735460076,33.21161779977503,,29.260724173342762,40.46278197090366,34.60043843701769,48.31569758522034,,24.991677735460076,29.69453796555679,,,31.879165056206688
wmelon29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16775563963164,30.167755639631636,,,,,,,25.38994975514667,,,,30.167755639631636,,25.38994975514667,30.167755639631636
ewud09,,,,,24.33249812689185,28.71502700391969,28.71502700391969,,,,,43.50113355469311,,,,,28.921046324018928,,,,,,,,,,,,,28.911315881791808,,40.971004870452845,,,40.971004870452845,24.340687514335627,27.708699556288302,26.8733704452687,,,,29.919954883057148,,31.076711598240973,27.708699556288302,36.59926680540414,28.9113158817918,29.03717820624497,
hwiba0030,,,,,22.65715386912872,,,,,,17.73163624480447,,,,,24.280042881889017,27.582671493452974,,,,,,,,,,,17.731636244804466,17.731636244804466,,,,,,,,,32.77309728957027,,27.582671493452974,,,24.28004288188901,,32.77309728957028,,,,
hwawoorok,,,,,,,,,,,,,,,,,23.403186969077325,,,,,,,,,,,,,,,,,26.69097467430446,26.69097467430446,25.135466117354845,,,23.403186969077325,23.403186969077325,27.80712969030677,22.463802544402913,,,,,,,25.04708082169089
xogh0147,,,,,,20.582702483850518,,,,,,,31.181265807072865,31.18126580707288,,,,,,,,,,,,,,,,,22.62170264434698,26.242945666909407,,,,,,,,,,22.621702644346982,,,,,,,
slow6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changbum2,,,,,,,,,,,,17.18073567898997,17.18073567898997,,27.95268642378461,,,,,,,,,,,,,,,,17.18073567898997,20.413755862900313,,,,,33.63583156006854,,,,,33.63583156006854,,33.63583156006854,33.63583156006854,,,33.63583156006854,
sophyhoney,49.587183878610276,,49.587183878610276,,,53.961486320654735,53.96148632065471,49.587183878610276,49.587183878610276,,,,,,,,,,,,,,,,,,,,,31.06617872438198,,,42.82094905252651,36.03919886844518,36.03919886844518,,,,,,,,,,,36.03919886844518,,,36.03919886844518
annau__u,,,,,23.822584865116333,22.587127636669443,22.587127636669443,,,,,,25.346534123328606,25.346534123328606,,,,26.73301226792698,26.733012267926988,,26.733012267926988,26.733012267926988,26.733012267926988,,26.733012267926988,,,,,28.30544864585791,,30.11617018222592,,23.82258486511633,19.858736316642332,19.216435082500954,29.458072715078337,,,,,27.253287198649208,,39.699710347655724,29.458072715078337,19.858736316642332,28.305448645857904,28.239592039492308,
asstarpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03654752716853,18.036547527168526,,,,,,,15.180016735136734,,,,18.036547527168526,,15.180016735136734,18.036547527168526
skyjh0902,34.49349889624234,,,,13.309099471549935,26.4718307290549,25.741115974081385,,,,,38.9958791848779,49.940543911943074,29.978198049208437,8.485443819917707,,16.24000711555559,26.12244702429536,26.12244702429536,26.12244702429536,26.12244702429536,,,,26.122447024295354,26.12244702429536,,,,,29.495781209145505,29.96118171470299,,28.473995999472926,28.473995999472926,,26.24136803298847,16.309398290200836,13.784753052497692,15.165499295127571,18.56827284092956,24.894895374386557,35.499276526518074,16.778030617444088,14.171275500704994,,10.050670325641928,25.48487151003619,
uniqueplace_,36.40921597528408,,,,31.29853066255314,,,,,,,,,,,,28.529450886382527,,,,,,,,,,,,,40.47835292518661,,,,34.06761043872375,,,33.898038837150445,,,,,,,33.89803883715045,33.89803883715045,,40.478352925186606,40.47835292518661,34.06761043872375
shining1984,,,,,34.537146455489655,29.994567945345008,28.452346353786446,,,,,43.10319187620818,33.81063471603992,40.79326448312321,28.64441647672944,,43.47618128895246,,,,,,,,,,,,,,34.6609428874047,,50.53877552023044,,44.770133255689494,,40.52275408677598,27.708824037071118,38.17849639466232,,48.747008136281856,36.093067716743725,,47.54527387276478,41.60846748728391,,42.123751160051285,40.188045337914986,
rudtj7177,27.45749005056851,,,,,22.937239302317003,,,,,,,34.748214240921506,34.74821424092152,,,29.61142649473248,,,,,,,,,,,,,,25.209488763021483,29.244980110454172,,23.997619157426232,23.99761915742623,35.18361742535253,,,29.61142649473248,29.61142649473248,35.18361742535252,22.703247431067346,,,,,,20.19700609911321,26.804522826079353
lizela87,,,,,,,,,,,,,,,,,25.9946059256219,,,,,,,,,,,,,,,29.55495847885358,,34.53612930105775,32.04554388995566,30.886194225481727,,,25.9946059256219,25.9946059256219,30.88619422548172,21.257423581423303,,,,,,21.257423581423303,26.516182538615293
yibwa0912,,,,,,21.50711698554929,21.50711698554929,,,,,38.53012301556039,19.72833129339658,19.72833129339658,,,32.600354245400645,,,,,,,,,,,,,,,23.44075050862376,,,,27.437286557814744,23.148188182157366,,,32.600354245400645,,22.18021586712719,,18.859089806499988,23.148188182157366,,,18.859089806499988,
mkil618,,,,,29.858104742547354,,,,,,,,,,,,,,,,,,,,,,,,,27.38339513424304,,,32.366554605737555,28.98557477498746,27.24051483986768,,,,,,39.66825749587004,,,,,27.24051483986768,31.28517222118628,35.47671485852816,28.98557477498746
wkdwlgp94,,,,,18.718358426438844,19.74096300501375,,,,,18.718358426438844,,,29.906093003573925,,25.631167874068662,8.657384654707249,,,,,,,,,,,18.718358426438844,18.718358426438844,,21.69657727710265,25.169727831392525,,,,10.28650577335482,,,8.657384654707249,8.657384654707249,10.286505773354818,21.696577277102655,25.631167874068655,,,,,,8.657384654707247
wndud8354,,,,,19.404854518544646,22.555632577131078,22.555632577131078,,,,,29.20997979741467,26.661367583967966,26.661367583967966,,30.401216614127893,,,,,,,,,,,,22.201909486878222,22.201909486878222,,33.546110714536844,34.43974044851982,,,,,,19.384180712258022,,,,25.088457349325616,30.401216614127886,,,,,,
sdsd0536,,,,,,,,,,,,,,,,,30.80964305554567,24.302806598787935,24.302806598787935,24.302806598787935,24.302806598787935,,,,24.302806598787928,24.302806598787935,,,,,,,,,,36.6073108457243,37.22520016002222,,30.80964305554567,30.80964305554567,36.60731084572429,37.22520016002222,,37.22520016002222,37.22520016002222,,,37.22520016002222,
weiss2015,41.91714364138994,,41.91714364138994,,,25.71184160262981,32.34617382722569,41.91714364138994,41.91714364138994,,,34.494847160142584,32.154232749555845,32.154232749555845,,,20.345311452060923,,,,,,,,,,,,,43.310401256484994,,38.265755470581404,,37.35844487580375,31.149628598520458,24.173832174423993,,21.30962415087292,20.345311452060923,20.345311452060923,24.173832174423985,25.802370653501942,,,,,,31.768803518763804,29.773925732531985
zzeeun,,,,,29.0330696199833,25.50974428477407,25.50974428477407,,,,,38.64536825706443,,,,,27.254789223816736,,,,,,,,,,,,,39.00172781608488,,37.63987284896518,,31.902004029643923,37.63987284896518,32.383515101171156,,23.873660576228335,27.254789223816736,,32.38351510117115,28.03683579434087,,,,,39.00172781608487,34.496427059156645,30.74020032818713
alway0131,27.464145193078,,,,28.98172944380708,22.28743626236256,22.28743626236256,,,,,,25.01023028835118,25.01023028835118,,,,,,,,,,,,,,,,34.4354258400004,,29.71658168315008,,28.981729443807076,,,,,,,,25.01023028835118,,,,,34.43542584000039,34.4354258400004,28.981729443807076
mg-shin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chry6295,,,,,,,,,,,,,,,,,12.451973703490493,,,,,,,,,,,,,,,,,,18.20318360484009,14.795149401265533,,,12.451973703490493,12.451973703490493,14.79514940126553,15.320261892582833,,,,,,15.320261892582833,15.327578654165288
happycloud24,,,,,,26.76200935216397,26.76200935216397,,,,,43.59851742405408,27.76770093314633,27.76770093314633,,,18.657832530513897,,,,,,,,,,,,,32.29101942944724,,32.99294502367915,44.50924299734619,,32.18982378866893,22.412487687410646,,26.9335305510609,18.657832530513897,18.657832530513897,22.16880844483033,28.70181862849746,26.919537622799925,,,,,,31.67814526454465
gowjd1223,,,,,,,,,,,,,,,,,24.73878135307867,,,,,,,,,,,,,,,,,26.876343553113216,26.876343553113212,20.820787037039807,20.820787037039807,,,,,22.619813703315216,,,20.820787037039807,26.876343553113212,,22.619813703315216,26.876343553113212
orangesirena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbr0222,,,,,37.09542183051527,,,,,,,,,,,,,,,,,,,,,,,,,33.15558389074437,,,30.64857246076876,,25.79461741010683,,,,,,,18.297045571066413,,,,23.767373534607607,44.07592893740159,31.186487254234006,28.21005629991016
sihyukumma14,,,,,36.228839547538826,,,,,,,,,,,,,,,,,,,,,,,,,35.54444282065633,,,38.653327139945134,34.38023095435277,32.53162236116672,,36.14209816224847,,,,,36.14209816224847,,36.14209816224847,36.14209816224847,32.53162236116672,43.0462757554701,39.59418695885929,
gomzzu,,,,,,31.610675539922667,31.610675539922667,,,,,,35.472463746712236,35.472463746712236,,,32.26315656026129,,,,,,,,,,,,,,,42.14756738656355,,,,27.15349241729231,27.15349241729231,,,,,35.472463746712236,,,27.15349241729231,32.263156560261294,,,
fjtn78,,,,,29.01010368458838,28.004623775054867,34.44154586094941,,,,,52.17638437612239,,32.67346645781924,,,,,,,,,,,,,,,,34.46913946175252,23.704279587045328,32.476715311579824,,33.23235732703431,35.74929325345344,,,32.23261536555973,,,,30.07000328018394,,,,35.74929325345344,34.46913946175251,31.560707191781177,33.50289673049841
leehaksoon,20.20848535421497,,20.20848535421497,27.95367038155045,,16.477047121151678,21.991164262768454,20.20848535421497,20.20848535421497,,21.094988982259878,,21.07337618000473,23.017439497729576,,29.290691803681113,29.3685898774667,,,,,,,,,,,21.03988985859863,21.668222475130193,,18.109325571996337,24.262260432860216,,27.505373689749646,24.34106290473686,27.534612786531795,,17.944201471485478,,29.356826230430062,23.41741937951849,,29.215244221361036,,,40.96711856642332,30.468434889513205,23.373177657275086,24.31317355757101
silpid59,,,,,21.849970915748955,,,,,,,,20.84051332011799,20.84051332011799,17.65611169810676,,27.827778845705375,,,,,,,,,,,,,,28.726112954757227,,,,,,35.025554536419136,17.745916296991286,26.177160940624475,27.827778845705375,31.10310190495716,,,35.02555453641914,35.02555453641914,,,,26.17716094062447
threecolor_cat,,,,,27.02438941049374,19.638761674655544,19.638761674655544,,,,32.54947514928905,,20.787583775202194,20.787583775202194,,44.57020443554863,35.19153242842345,,,,,,,,,,,32.549475149289044,32.549475149289044,,26.92964447235477,26.18501556620739,,22.667709659285304,22.667709659285304,19.07772047044247,,16.63612537717185,,35.19153242842345,,20.557847486137874,44.570204435548625,,41.813771241104945,22.667709659285304,,,
yu_jin0415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.861957455583063,23.86195745558306,,,,,,,20.08282976347057,,,,23.86195745558306,,20.08282976347057,23.86195745558306
base02014,,,,,17.927316774525806,,,,,,,,26.27101921156265,26.27101921156265,22.256843797350033,,,,,,,,,,,,,,,,36.21140485918095,,,19.670033535766464,19.67003353576646,,,22.37004918276175,,,,16.55480006935175,,,,19.67003353576646,,16.55480006935175,19.67003353576646
alsmekwyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fairyasrai,,,,,33.87074890013416,23.87492664453083,,,,,,,36.16874093242073,36.16874093242075,,,20.058446385543917,,,,,,,,,,,,,40.24444656269729,26.240066950971904,30.440531471776804,,33.87074890013415,,23.832985685490808,,,20.058446385543917,20.058446385543917,40.2444465626973,26.240066950971908,,,,,,40.2444465626973,26.964597642839035
lkjta55,,30.54309584736164,30.543095847361663,23.465873557025173,,28.020732891249327,28.020732891249327,30.543095847361663,30.543095847361663,,34.0478679074126,28.655550839301092,37.36602809162448,37.36602809162448,,24.865047050461456,,,,,,,,,,,,,19.151925697919584,,,44.39745708686326,,,,,32.00536732404188,21.284712246417513,,,,31.45593757106001,24.865047050461456,32.00536732404188,32.00536732404188,,,32.00536732404188,
bolgorog,,,,,,31.94859850513294,31.94859850513294,,,,,,35.85166981959303,35.85166981959303,,,34.29999965112818,,,,,,,,,,,,,,,42.59813134017725,,29.87706244165381,29.877062441653806,28.867751321865548,30.12102876894593,,,,,28.567665226956702,,31.374306216026312,30.12102876894593,27.948707481796895,,26.13966369607793,
