blogid,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
chemd1122,0.0,,,,15.858398330595525,12.317673306530914,12.317673306530914,,,,,0.0,13.82248915427107,13.82248915427107,0.0,,30.97958289067621,,,,,,,,,,,,,,0.0,32.847128817415765,43.00501404566452,37.92422762238913,24.706113422144128,36.80922945797434,32.90987872040744,0.0,30.97958289067621,,36.80922945797433,24.988106241691515,,32.90987872040744,32.90987872040744,,37.68516994220294,34.02361470723698,
ellasha123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51881056015606,44.518810560156055,,,,,,,37.46816225852515,,,,44.518810560156055,,37.46816225852515,44.518810560156055
mombrity,36.29241150220392,,,,34.837398067534366,,,,,,34.837398067534366,,,,,47.70307191593865,,29.979168919697035,,,29.979168919697027,29.979168919697035,29.979168919697035,,29.979168919697035,,,34.83739806753436,34.83739806753436,33.23723635129154,,,36.24981579416491,35.55559483696338,35.55559483696338,,40.17558673426736,,,,,40.17558673426736,47.703071915938644,40.17558673426736,40.17558673426736,35.55559483696338,,48.24286788637932,
art_sony_,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0
hp4830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tinynova,24.320143100630908,40.32853344187862,23.788137990537454,,,33.77369133836036,30.76901386052097,,15.517940264866875,40.32853344187862,,41.951651409849234,28.797508379135362,28.797508379135362,,0.0,,39.4640355625431,0.0,,0.0,19.73201778127155,19.73201778127155,,19.73201778127155,,,0.0,0.0,,31.68355351216165,41.12151182002463,0.0,29.10914691105728,20.6399275480165,28.62195648258628,27.061982731503974,19.572912266396703,,,32.78313940246572,28.836714364434044,0.0,29.66319190030111,27.061982731503974,29.063729810907567,0.0,16.491986268817495,
fanellove,,,,,25.25861112834156,,,,,,0.0,,34.26111678034406,34.26111678034406,,0.0,30.778322321275486,,,,,,,,,,,0.0,0.0,,47.224782589122896,40.58829572343153,,,40.58829572343153,,30.39439098825588,29.173701304109102,26.885309879817104,30.778322321275486,31.944508223600906,36.79545490513542,0.0,30.644233330729808,36.219952084560354,,,42.696834137067114,
eefar15,61.30491721883396,,87.2989754299047,,,38.53089036818065,57.35392691212041,87.2989754299047,87.2989754299047,,,57.1592758249676,44.13599958585989,44.13599958585989,,,51.502144377744294,54.28866470895233,56.72956827110774,54.28866470895233,,51.84776114679691,51.84776114679693,,51.84776114679693,56.72956827110774,,,,40.07424441393154,,52.441381856110446,,26.33380459961408,,,48.85926652202018,,,,,44.82125344461232,,55.026466289202176,55.026466289202176,,31.289222305842884,31.28922230584289,
jujuyeong,,,,,,32.00526603468512,32.00526603468512,,,,,,35.9152602634327,35.9152602634327,,,,,,,,,,,,,,,,,,42.67368804624682,,,,,,,,,,35.9152602634327,,,,,,,
jihye_726,13.151732399569976,0.0,0.0,,21.39820373597395,26.232666893860237,,0.0,0.0,0.0,,42.57860164987263,13.667586297189635,13.667586297189635,,31.125325606542305,30.851414065220464,,,,,,,,,,22.73072392586184,28.50371360584931,,40.82383557040788,0.0,31.447917278326692,,32.90314734525566,32.09799319033998,34.68440408158602,34.3084964982363,0.0,,30.59734723398609,36.35506582240257,,39.030317286476475,35.60325065570315,34.3084964982363,39.226171035813465,,34.19272135274725,31.12532560654231
ybr9304,,,,,,,,,,,,,,,,,28.174609697954757,,,,,,,,,,,,,,,,,,,33.47642468010804,,,28.174609697954757,28.174609697954757,33.47642468010803,,,,,,,,28.174609697954754
angelmisern,,41.13545612964935,41.13545612964938,,12.21509102264318,8.360281115736607,0.0,41.13545612964938,41.13545612964938,41.13545612964938,,0.0,0.0,12.665205062171568,,0.0,10.982973412598712,,,,,,,,,,,0.0,,43.54107250790369,0.0,0.0,0.0,22.589931731879773,15.562261063854894,13.04971696687531,0.0,,,16.47446011889807,39.149150900625926,6.8913615779462924,0.0,0.0,0.0,0.0,,43.5410725079037,
honeyobaby,,,,,,,,,,,,,,,,,34.106789905394336,,,,,,,,,,,,,,,,,33.6435361549457,33.64353615494569,40.52490506837743,,,34.106789905394336,34.106789905394336,40.52490506837742,28.31525496173642,,,,,,28.31525496173642,33.875163030170015
nadaumii,,,,,22.5188053380584,,,,,,27.78537162177985,,17.948049023621895,17.948049023621895,,38.046687014781824,26.264874115329416,34.46824816629411,34.46824816629411,34.46824816629411,34.46824816629411,,,,34.4682481662941,34.46824816629411,,27.785371621779845,,33.578493897263016,24.739202708235585,30.461248457687933,,29.39743070162012,29.49056499132142,27.64438094819574,,15.282952524975862,26.264874115329416,,31.207320686262097,25.63132566848684,38.04668701478182,,,,25.88040391701601,36.19335637965808,28.253147497071367
chg2643,,,,,21.62147205665507,,,,,,,,31.68450220000505,31.68450220000505,26.843154069634565,,34.475820165755806,,,,,,,,,,,,,,43.67323276216912,,,,,40.96337835507457,32.47578998894586,26.97968688757531,34.475820165755806,34.475820165755806,40.96337835507456,32.47578998894586,,32.47578998894586,32.47578998894586,,,,
hwp1209,22.083762318674058,,,,17.159424501985356,24.33053762973158,24.33053762973158,,,,,35.74797943455857,28.12587855465552,28.12587855465552,,0.0,35.360761475191964,,,,,,,,,,,0.0,0.0,,,33.41852345394302,,,,30.63741544094874,35.70714213191583,,40.77686882288292,34.31884900397071,,27.030343582020578,0.0,,30.63741544094874,36.40267394641323,,,
ahae5347,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
fus9172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mooko4,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,11.78035605133296,,,,20.995723079311915,,35.34106815399888,13.997148719541277
gleus9123,,,,,,32.68193826826285,32.68193826826285,,,,,,36.67459965950722,36.67459965950722,,,,44.930336938432696,,44.930336938432696,,44.93033693843269,44.930336938432696,,44.930336938432696,,,,,,,43.575917691017125,,,,,,,,,,36.67459965950722,,,,,,,
hwiba0030,,,,,34.895866497615316,,,,,,30.128737022145188,,,,,41.25547224042488,39.66299597308545,,,,,,,,,,,30.128737022145184,30.128737022145184,,,,,,,,,47.12666161181316,,39.66299597308545,,,41.25547224042487,,47.12666161181317,,,,
kcr2021,28.305118671549486,,,,27.876401104847336,30.24489424049125,30.24489424049125,,,,,45.81876881131203,0.0,0.0,0.0,,32.68665441999938,42.57283099296847,,42.57283099296847,42.57283099296847,,42.57283099296846,,42.57283099296847,,,,,48.84402939253862,0.0,,43.17812821515142,27.646971073655838,34.53075272027032,,37.87333569253179,0.0,,39.18550183241727,39.46271794981677,31.080001940840134,,35.94554333078787,,30.9599056756811,33.01520980332408,34.25522906407596,
daisyssu,27.648415604115502,,,,23.590395477961202,30.145323119922374,30.145323119922374,,,,,44.755734016312886,17.25189551820002,17.25189551820002,0.0,47.254049704250825,34.47814695335033,,,,,,,,,,34.50947860865132,,,43.29008828512471,0.0,38.7210135394641,,38.66865459170481,25.79655604372297,22.492501114267508,34.37855069372722,0.0,,,32.46344099405693,,0.0,33.74303903870887,34.37855069372722,41.60290536509103,27.824807348047067,46.00741970120033,47.25404970425083
hyukmint,,,,,26.95133679771973,,,,,,,,26.17648845685051,26.17648845685051,22.176757211263272,,25.230368546886197,,,,,,,,,,,,,37.31242308354032,36.08110571079395,0.0,,,0.0,,19.345690318496068,,,,35.513184790559734,12.871577463687304,,32.27556945702665,26.24391199229794,38.37088992999807,34.374505019322804,22.68655858413263,
hskhym1983,,,,,26.058055839567324,,,,,,26.058055839567324,,,,,35.68146247015062,,,,,,,,,,,,26.05805583956732,26.05805583956732,,,,,,46.29988983801953,,,,,,,38.96716383872485,35.68146247015061,,,46.299889838019524,,38.96716383872485,46.299889838019524
kkoshooo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrc2020,,,,,,,,,,,,,,,,,35.00411104344439,,,,,,,,,,,,,,,,,,,41.59108145249898,,,35.00411104344439,35.00411104344439,41.591081452498976,,,,,,,,35.00411104344439
caprisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sarahyujin,,,,,,29.3430857519645,,,,,,,44.45259591881212,44.45259591881214,,,,,,,,,,,,,,,,,32.249922529334285,37.41243433375473,,,,,,,,,,32.24992252933429,,,,,,,
wty0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonhee1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.67619099315693,,36.23563892538164,,36.00817546424055,24.0054503094937,30.11395646445119,33.67619099315693,,,,,21.26338248586937,35.780712003099474,33.67619099315693,33.67619099315693,24.0054503094937,,43.05435462018791,
dioni_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.256046109312564,,31.256046109312564,31.256046109312564,,,,,,,,,,,31.256046109312564,,37.137716709961786,31.256046109312564
congsoon22,23.31087716614409,,,,24.682088868114256,29.368697110113242,29.786405487633026,,,,,37.73436543610081,,30.94102437116075,,47.81333540501628,10.844915410103072,42.960662672210304,44.266141258432484,42.960662672210304,,41.655184085988125,41.65518408598813,,41.65518408598813,44.266141258432484,,34.91792313451708,,49.29369427071714,31.6789603318995,46.21922421383105,38.254096885492864,36.50450751215895,26.847013690963443,,18.402006279538224,,38.05208623486847,31.36951842886838,38.65703884957236,27.795666159783373,47.813335405016275,18.402006279538224,0.0,,36.66913628889187,40.59457094778681,
sounds_cape,44.5908856508521,,,,18.754834217398646,,,,,,29.38197111039567,,21.999049509455098,21.999049509455098,,40.23292090282207,20.67808370088247,,,,,,,,,,,29.381971110395668,29.381971110395668,,30.32301418870838,,39.68309533816228,0.0,21.62763451977143,,14.821642533136187,18.732422047939615,,,37.3194700521714,9.881095022090792,40.232920902822066,33.015744292861136,22.01049619524076,0.0,0.0,0.0,
pbcgksk,44.411759180989534,,,,,39.57691422591474,39.57691422591474,,,,,,44.411915629973116,44.411915629973116,,,33.19280255561562,,,,,,,,,,,,,,,31.36197174408686,,31.36197174408686,31.36197174408686,39.43892627394324,,,33.19280255561562,33.19280255561562,39.43892627394323,44.411915629973116,,,,,,37.2635751183738,32.277387149851236
hyehun15,35.496505102087,,42.12291765342843,,18.092480734531268,32.47505467278309,32.47505467278309,42.12291765342846,42.12291765342846,42.12291765342846,,46.73331744315839,34.84943122770388,34.84943122770388,26.628599551086996,,18.152258301199634,40.573130003938424,40.573130003938424,40.573130003938424,40.573130003938424,,,,40.57313000393842,40.573130003938424,,,,,43.32415718765223,45.46869740165069,42.6518551548435,34.01618328688488,28.95483833021542,,41.01089124471953,26.764041076516314,36.30451660239927,37.12495297930412,43.13619349538583,24.722464875587523,0.0,20.505445622359765,,,39.00641289865847,44.83725149061135,
lby9232,22.429784833414963,,,,22.119731493900357,7.988972807304536,11.983459210956804,,,,,36.30810164391564,,10.355138234910465,17.545774858474566,,35.020836663460734,,,,,,,,,,,,,,28.54659729623966,16.235685422599285,,39.071837056739774,0.0,31.04631047633814,31.04631047633814,17.635018249104704,,,,11.84500454459969,,,31.04631047633814,23.847735967312776,39.391823522391675,22.885349860493665,25.41249982578273
aegoya,29.250066979411752,,,,13.482698079740738,28.27546055380124,28.27546055380124,,,,,19.27912090516296,23.832911158679916,,31.36671393223669,,17.899298183680862,,,,,,,,,,,,,30.952092952873944,,33.728427187799085,42.35219908406519,25.67548342869754,27.906049283365313,20.08830521309123,,0.0,,35.80679341014637,,25.840863988987753,0.0,30.09050873752672,,25.930863251670054,32.03966490324389,35.59842678235432,
3gnt,,,,,19.878586493539526,,,,,,,,29.13044569015266,29.13044569015266,24.679353863346016,,30.10926329796506,,,,,,,,,,,,,,40.15277649183204,,45.80340908019274,38.54931301660207,38.54931301660207,35.775135690381454,,24.804880905331412,30.10926329796506,30.10926329796506,35.77513569038145,,,,,,,,34.329288157283564
aktf0910,,,,,,26.701628737318835,,,,,,,,40.45098469422936,,,,,,,,,,,,,,,,,29.346792817382084,34.04457664008151,,,,,,,,,,29.346792817382088,,,,,,,
lisyun390,,37.99834601352329,37.99834601352332,,,,,37.99834601352332,37.99834601352332,37.99834601352332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp7agency,,,,,37.946494410285695,,,,,,,,,,,,24.151571525179808,,,,,,,,,,,,,45.087153845907004,,,,37.94649441028569,44.23082568911158,28.696343045618654,,,24.151571525179808,,28.696343045618647,37.22578687291788,,,,,45.087153845907,41.15647035941244,35.442963874859025
juy20,28.313243655769693,,,,29.251021611108836,27.13208490735387,27.13208490735387,,,,,45.83192108874641,29.616368672647496,29.616368672647496,,43.90864874417677,30.489700858108232,,,,,,,,,,,32.06634318234199,32.06634318234199,,44.50623366263201,32.01412503656759,0.0,34.773730119481066,37.2856017195574,22.995370161386745,,48.16002913960002,,,36.65112532819059,31.125691317487245,43.908648744176766,34.786981197810746,28.820498873345105,38.41968732524471,50.67526906827971,29.075958527249117,
oshow0626,26.53905573986764,,,36.023121900228055,33.420989139843165,28.357801407191875,28.357801407191875,,,,52.26783878686657,43.98994132878931,33.698390868824546,33.698390868824546,28.54932333418449,43.21784912460088,17.623764126700646,51.42408030821139,51.42408030821139,51.42408030821139,51.42408030821139,,,,51.42408030821137,51.42408030821139,35.24752825340129,,,49.926833191698286,46.449133359731135,36.59074495094742,,44.31897257283324,30.312408729046112,22.869689817813,0.0,28.694534271580515,0.0,0.0,0.0,,38.17103244748036,0.0,0.0,,,43.4762834506401,48.26466580172142
snows10,43.1098933587476,,43.1098933587476,,,0.0,23.456402832410024,43.1098933587476,43.1098933587476,,,,0.0,0.0,0.0,,30.998259719837794,,,,,,,,,,,,,,0.0,0.0,39.55321345234182,33.28898954916795,33.28898954916795,36.831420837780264,0.0,0.0,30.998259719837794,30.998259719837794,36.83142083778026,0.0,,0.0,0.0,,,,
saekomgod,24.106943490844685,,,,0.0,27.439282443926928,27.439282443926928,,,,,39.02299380445984,16.338502503631744,16.338502503631744,,0.0,31.391038936330194,,,,,,,,,,,0.0,0.0,,0.0,38.82606746373413,0.0,37.17729987151933,18.588649935759662,37.29811208915097,,0.0,31.391038936330194,31.391038936330194,37.29811208915096,23.069291184494144,0.0,,,,,15.644680151974049,17.14208470196238
mkil618,,,,,31.959111357093498,,,,,,,,,,,,0.0,,,,,,,,,,,,,30.10206296445711,,,38.04473863215446,31.97921384067729,32.019418807844865,0.0,0.0,,,,43.343124367345965,,,,0.0,32.019418807844865,32.6030410389198,37.97308270313289,31.97921384067729
fldkstpgml,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,26.617513847117323,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,31.626319123045004,,,26.617513847117323,26.617513847117323,31.626319123044997,0.0,0.0,,,,,0.0,8.872504615705774
homageu,0.0,,,,7.3682929905597465,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,47.43913078859943,47.439130788599435,,47.439130788599435,47.439130788599435,47.439130788599435,,47.439130788599435,,,0.0,,0.0,0.0,0.0,0.0,17.365948962868913,19.995311944618333,36.957741035183865,31.45324127596166,0.0,31.10457400796217,,36.95774103518386,10.484413758653886,0.0,31.45324127596166,31.45324127596166,,35.01934656256794,17.509673281283973,
happypickles,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,23.50968573498827,,,,,,,23.50968573498827,,,0.0,,23.50968573498827,,11.754842867494135,11.754842867494135,,,,
yongkim0112,0.0,,,,5.092982977062985,8.420530961389163,0.0,,,,,0.0,0.0,12.756479104227104,,0.0,10.18596595412597,,,,,,,,,,,0.0,,0.0,0.0,0.0,41.28938753274364,25.12640060804104,22.765992073476873,,36.3081929843588,0.0,20.485348542455032,0.0,0.0,11.350603131428922,0.0,18.154096492179402,,,34.48197979476549,12.922530085053515,
m_nk2,,,,,,24.227042728932798,24.227042728932798,,,,,,27.186793075862855,27.186793075862855,,,,,,,,,,,,,,,,,,32.302723638577056,,33.603620803446084,33.60362080344608,,,,,,,28.338422809465566,,,,34.35523367063914,,28.914237676266918,34.35523367063914
lucky7yge,,,,,15.683409064650832,28.67440219241601,28.67440219241601,,,,0.0,27.54705809186807,27.093797596472058,,44.81846942569543,0.0,,32.68916446578499,32.689164465785,,32.689164465785,32.689164465785,32.689164465785,,32.689164465785,,,0.0,,42.38705485320536,29.71351060745769,34.907534421311155,,37.03400414534634,24.70609690829666,0.0,,0.0,,0.0,,26.603782951900836,0.0,35.4817912467177,0.0,38.24770738574218,33.307743200521706,35.26361187643712,
in_kyh,21.565576743722477,,,,42.22279143115075,23.043485364528184,23.043485364528184,,,,,34.909169135419006,,,,,38.95763714014072,,,,,,,,,,,,,,,,,,,,50.16815183180461,,35.69248284913069,38.95763714014072,42.40898903496463,25.326259960990267,,50.16815183180462,50.16815183180462,,,,35.69248284913069
qnxl2,38.88719623337777,,,,29.627731312004137,27.90096040543888,27.90096040543888,,,,28.901984909063152,,29.579304277695435,29.579304277695435,23.593766803956107,39.57567272841947,33.68560680967387,,,,,,,,,,28.901984909063145,,,43.18821837801573,38.38654975836608,31.761840368034175,,,31.761840368034175,38.94242865000917,,23.713772204931878,32.77493753854836,36.077417759979234,38.94242865000916,29.115444121446224,,35.616633072214825,41.20346207348661,,,36.36331453480978,39.57567272841948
cbjot2311,29.2027531895285,,,,18.742809924315747,32.98540840354727,32.98540840354727,,,,,47.27181018285992,19.507066050664715,19.507066050664715,,52.452061194444624,33.55949769901199,,,,,,,,,,,38.3055694717849,,0.0,0.0,46.3556964497985,0.0,0.0,0.0,39.87462502824971,36.67065152763614,0.0,33.55949769901199,,39.8746250282497,29.723845287894655,52.45206119444461,36.67065152763614,36.67065152763614,,43.56530794242017,20.551128978595607,
kimsh1027,0.0,,,,32.582439762742574,0.0,0.0,,,,,0.0,,,,,31.069519481943193,,,,,,,,,,,,,38.713707210318084,,0.0,,0.0,0.0,36.91609005181438,,,31.069519481943193,,36.91609005181437,0.0,,,,,38.71370721031808,12.904569070106028,12.73039184893715
yaimn,,,,,25.059755703101143,,,,,,,,,,,,15.201351604970215,,,,,,,,,,,,,30.313979093440686,,,42.52646239635798,30.489957099612877,,0.0,,,15.201351604970215,,0.0,36.723128986479814,,,,,36.1237942598059,33.24927781545269,27.020690084498558
